Info3	hippocampus	kidney	spleen	liver	striatum	cerebellum	cortex	all
null	2921.5612084617	1914.4499511719	1493.3700256348	653.7041207029	3379.3957717598	2032.2429275564	2736.7803509321	2473.327112957
null	4799.2816164048	583.6400146484	252.7799987793	538.5185007809	2812.4824196668	2850.902128643	2278.7524952145	2482.9072009638
Abo	672.1171215418	826.4699707031	283.575012207	192.5255167162	216.3460699157	431.2226192424	339.0076000506	353.0835633022
Znf626_predicted	464.2934275601	131.4499969482	353.5750045776	184.3217488476	206.46999896	273.0880318521	507.8930765896	371.6954356267
Myocd	157.5388797253	144.9700012207	230.4650039673	149.1227315024	176.1513691706	175.7627015219	233.9120386215	191.8059570971
Tfb2m	2100.061286425	1315.6599731445	1228.4899902344	2899.073007604	1197.7328912514	2169.5614588147	2273.921058558	1954.3929764104
null	12120.4334076302	19031.9404296875	9681.9851074219	10561.8383197925	5762.1294674271	11445.1939803503	16333.6343500876	12743.0770802891
Ssr1	1348.5041814077	362.1549987793	320.7099990845	743.8980390936	490.9697777448	1612.970383815	1345.0381329464	1141.5892915843
null	322.9658385647	257.1600036621	474.3449859619	221.5772742105	286.3488953483	277.6051369451	286.7475091264	272.4368157688
Prkdc_predicted	1793.0491763198	1298.7800292969	3183.6849975586	1561.6713833186	1571.3579509714	1730.6369460098	1685.0845769698	1632.4348400442
null	244.8410275862	321.7050018311	634.384979248	223.3824772953	245.285659522	252.7481812888	247.7653569893	235.8509318753
Ntng2_predicted	243.0134788513	408.424987793	232.3650054932	182.1078859782	171.2738044665	253.5273243315	242.7314658587	217.7611716315
null	334.4729612129	272.2999954224	828.8600158691	474.2463083174	365.1977946699	351.3244390937	430.5492579619	401.9094109392
null	183.5961550012	111.0750007629	210.2649993896	190.8024877635	276.464915256	198.4080817625	209.0395575086	198.5052027512
null	211.818052874	438.7850036621	168.2600021362	197.2784275904	210.4799748225	224.2948309003	227.2362283785	215.0059342016
Olr834_predicted	959.7855126645	749.0199890137	684.2400054932	1943.0430234515	855.5468143902	676.6704609862	1156.2758543015	954.8199674189
Cd164l1_predicted	1938.0563912726	1653.6150512695	2994.919921875	306.6072378895	1530.92660498	1935.9071625036	3378.479969584	2282.0381484081
Olr234_predicted	2807.3818544256	1425.1649780274	3110.4849853516	5364.5371398484	1735.1910502229	1691.5775970596	1833.4585922338	1953.7964052547
null	2580.0672662539	335.4949951172	994.0449676514	189.4822158943	411.6086508568	401.4934522587	357.41402438	384.2804685461
Zfp11_predicted	219.5365936249	366.0799942017	264.5250015259	189.4835933555	199.7859901573	301.1258294451	294.4909637416	260.5636309351
Pter	870.0098357176	30709.7890625	2752.0250244141	1176.97363207	467.6232732411	236.6670805445	614.3952581775	598.7216285393
LOC304743	530.1196529708	110.9649963379	638.4050140381	518.0274639914	504.4777828844	395.7421417453	406.2894972187	456.0457228433
LOC361288	2350.4122009735	492.7799987793	425.9100036621	525.1294758757	2326.0040831099	3106.7523226919	2287.9606843091	2103.8547484405
null	227.9977996662	160.9000015259	206.4749984741	277.1285644867	199.945861141	183.7650059441	182.243662667	202.1484082514
Rainb1	1618.7015437783	1819.3850097656	771.575012207	1708.3828530991	817.6087468018	1265.5737640095	1297.0673729313	1381.8875609174
null	202.7964713748	137.3150024414	248.0550003052	207.0060411784	332.9155119867	255.4463749477	229.3452828059	230.9657576598
RGD1306324	12350.5471247368	9747.5	8619.5646972656	12670.9800184784	6909.1263797157	13026.804559232	11583.2061282604	11624.126614286
Gluld1	4159.1348793851	243.3450088501	192.2200012207	367.4320580867	472.5567964496	675.0069421712	3014.9047360111	1975.3398588232
null	396.9934701762	431.7199859619	174.3499984741	185.9781733252	329.9712161119	327.3129770611	385.6696401114	345.1890233708
null	494.3415224541	274.2099914551	569.0749816895	439.422031127	459.7663281047	515.3039546878	629.9143952638	537.5268732578
Csn2	186.3200952684	198.7350006104	157.3550033569	189.3748546093	241.6687872237	221.1848582074	179.0685268928	188.2372658969
LOC497773|Ppig	4017.6724437496	492.3799972534	575.424987793	444.4105246528	2283.1229625267	3113.2452585655	4849.5712105702	3723.5881654057
RGD1308616_predicted	10621.319194259	10180.169921875	12648.5751953125	7318.1940215004	11713.0902825091	13736.9984560005	13587.0935176268	11777.2978711299
null	10513.4354553776	9810.7846679688	23004.0849609375	15573.3912559658	6580.5136978341	15360.3283672127	11031.8013628661	11082.9079610664
LOC361091	3924.030267149	283.3799972534	546.2949981689	191.7799477513	2486.8314081659	4269.7010618279	4979.2726283452	3908.1838562182
null	158.3198924579	177.7600021362	256.5250053406	222.9058428456	246.8687670939	159.898642439	184.7212031344	172.1566826956
LOC501617	250.4787118348	486.9499969482	274.9750061035	196.8803360637	183.1895091695	168.3503364946	208.4708874824	213.2747051827
LOC290362	200.1074581828	579.6199874878	214	259.3709028895	354.7963695219	251.2946503276	241.3519590025	241.8949237597
null	1158.3256547482	1744.4099731445	2183.7449951172	1436.8829454647	1097.0005980325	1505.5558683514	955.4841179297	1189.1439331512
LOC315019	413.9294036944	283.1150054932	309.7050094605	217.5517796079	449.052647387	263.3606601263	428.1435857556	361.2794684921
null	441.4640813698	326.9649963379	345.5599975586	230.1298982049	675.2808289353	340.4297196562	437.6698389278	364.3448893611
Fkbp11	4058.7750976667	2177.3300170899	12531.4702148438	24148.5738318331	1868.3530933096	1675.2402931112	5463.4606894779	4205.7105257096
Trpc2	381.5346432308	323.5950012207	169.4100036621	124.1078983662	394.9818570316	379.0601442127	306.192473558	318.118777338
null	319.5491399363	314.8199996948	340.3649978638	154.2196347368	329.2793184245	340.2756812283	247.366723698	284.9463456681
LOC500515	167.8362609899	252.5049972534	210.0800018311	306.9722394505	443.0158851851	373.6413088426	242.7814117924	263.1511012234
null	291.7668175882	429.8850097656	232.8549957275	266.0061166084	262.755368483	383.5529600896	247.244385403	267.2037848749
MGC116121	1060.6369344927	827.065032959	456.8400115967	573.6799813478	801.0023239714	1256.131695795	1065.9011822488	957.4334070493
null	490.0869251787	396.4549865723	217.3350067139	247.0086782359	313.871320752	287.8019147671	403.5006223643	344.5301877396
MGC109194	2483.2475448601	1805.4200439453	2832.1149902344	1763.0021475446	2238.0376521192	1924.1993787663	2383.0827576998	2292.2782461932
null	4002.4376592883	2660.044921875	3888.8999023438	3565.7346394124	3094.3643920524	3196.5648452628	3109.6321737703	3143.9720916834
Gsn	268.305286119	162.9899978638	300.6950073242	163.1167702056	222.1473175588	149.9821206251	152.4476916618	183.0614041225
null	1702.33066359	2019.5899658203	3366.6099853516	2034.4745154384	1414.2153626713	1564.4139997057	1919.1360254602	1813.3043042862
F7	180.8253358011	411.4800109863	176.4550018311	6143.8612970462	222.9717993748	242.2200570328	181.407448784	192.7131641511
null	28770.9120182374	10137.0346679688	26979.17578125	37969.5411373005	21301.8167514701	16936.7131493957	34700.4888267981	29117.609103177
LOC503444	223.3990811661	192.9449996948	324.6299972534	263.8922776181	302.1330739433	645.4355159126	349.5431503429	296.2062075053
Lrpap1	319.0306273431	2953.1650390625	185.25	751.1147183738	336.4208150192	213.4180287534	339.8816431912	302.7898893907
Inpp4b	777.2275678144	382.2850036621	670.1699981689	446.4026379806	518.3423401115	1863.8226409943	608.6806697252	618.8119244687
Olr590_predicted	230.4960091026	236.9500045776	295.0250015259	148.3545657692	339.3802426897	179.0451380892	218.6331500624	212.6069283231
Surf2	54412.3539404927	46063.490234375	48234.5390625	69943.8921618799	50843.0243257685	63330.0801533569	60319.0553816826	59211.841270874
null	210.1706953111	179.3150062561	256.9850006104	271.273217293	195.3243087396	310.7038079495	354.1129113803	279.1143177049
null	1223.3117320912	327.6799926758	519.299987793	239.0753535261	1287.5485614576	668.7596416911	1388.1626111985	1077.6489163168
RGD1307366_predicted	346.308472149	262.8499908447	688.3050231934	444.4675981579	492.4277650192	471.7477771186	559.5132378126	503.1052678858
Kcng4_predicted	485.2217235017	222.5449981689	134.280002594	221.0938578762	444.6669423117	2826.4309278947	282.5471531825	274.9242166042
null	23859.9155423182	8594.7348632813	2592.8399658203	4245.22469177	17284.0835423962	15101.3016775225	19909.9130080273	18784.9567335737
RGD1310992_predicted	13609.9774493976	5860.6650390625	13283.8251953125	7047.937245165	8930.9647385672	10078.9377061978	13987.0764353728	12246.1742903834
Olr1222_predicted	386.3154699038	249.0900039673	218.1499938965	190.2517810414	531.4088793508	348.7814778918	271.9065248888	272.1169478129
LOC362677	796.1465741228	14899.4248046875	187.7099990845	12077.1352064905	268.327150429	381.9241448546	410.8601278781	466.5028326414
Nub1	25237.6631286675	6765.2548828125	10560.5400390625	7330.7202858172	16737.8700953459	22421.2431298729	25288.0345676767	22339.6450547738
Nr3c2	46868.617987659	10743.525390625	2556.8499755859	3912.3674643509	7293.9484705456	7270.6548429632	9296.6022197779	8527.9920087166
Gtf3c2	4674.6959789002	7790.8898925781	8886.6447753906	3849.2115393997	4310.15111969	6114.895733943	4769.1565928223	4764.771186075
Fzd3	649.4670429673	119.6600036621	230.4749908447	445.1214367684	676.3356011176	332.9389762633	843.5077879625	636.7038789935
null	232.6757555034	258.4699935913	161.1500015259	219.3281799158	186.8735144435	280.5112639918	248.5034518304	232.5346558443
LOC309112	532.4184994276	3760.9998779297	266.2799987793	602.836040189	458.2576769875	1546.2942643629	305.1369095193	527.0605363121
LOC500176	209.3394435184	163.5899963379	15718.2802734375	208.4407964047	230.4885676446	198.1021716132	235.0068473659	214.2630775442
null	1419.946252795	852.1250152588	1101.0700073242	338.6917939391	2501.2658256766	899.8183150207	876.3079497647	1002.5359900419
LOC309252	11770.1882935779	133.6449966431	384.9049835205	201.8869008638	5744.5488220432	9604.9953074165	13735.2910056546	10908.5496924614
LOC498609	325.7168321695	1187.3950195313	293.2900085449	632.4414000021	206.0983648929	230.6749383034	280.8495214792	267.7055951112
Kcnq1	199.4316106097	7745.0900878906	184.9800033569	172.2084280393	197.5962345905	197.918426763	203.1111996544	191.5845829729
Rnf139_predicted	18613.6932777626	10273.9150390625	14333.0947265625	22513.1148090921	15167.9817622613	14536.6108933625	17589.2945359603	17305.6776055044
null	287.3974550827	347.5849914551	264.9450073242	407.9961006458	305.392128131	472.7238656698	331.8555594208	317.7596840833
Cacng4	651.0640604714	219.9550018311	434.0249938965	1072.7570251094	1475.965954054	482.7383059807	642.3740308141	627.8109285528
Bard1	189.7877194549	246.1749954224	308.3850021362	221.1086100497	325.9683215272	209.9861601477	284.3745734552	250.8995295863
LOC286992	312.9934395341	193.8799972534	210.0299987793	141.7039204329	411.1828053887	305.5757621458	344.6891158473	292.5270225455
LOC310544	20763.4684277542	1111.9449768066	766.0800018311	1200.0380355596	9587.5358204294	5326.7595957498	21581.7215116065	15542.8107462994
null	303.3363276961	362.4000091553	179.375	201.4463453032	321.6980518084	207.1078055131	246.7646865794	243.535715945
Rgl3_predicted	536.7245161358	3230.6549072266	252.7249984741	1119.3984793326	401.599145114	12671.1186385449	565.2494517704	549.0333689038
Hmox1	2901.2171023272	2214.6299438477	39414.75	27130.7950397969	2086.4637130207	2386.5389188074	2411.0344512011	2556.4061204956
null	36874.5907008112	13353.9096679688	17246.6748046875	13216.154014788	49441.8645510027	41645.2560016699	39968.9076965142	35167.5563615684
RGD1310839_predicted	1514.6364672289	1228.4549713135	902.0050048828	3034.0107263058	329.3107000654	1547.3286140105	1386.7262165142	1336.0992355455
RGD1309633_predicted	5252.5619075956	3379.1850585938	376.0899887085	796.1270441717	5544.1710362006	2781.9134856242	6805.2998938491	5443.0183227966
null	168.4683735623	334.9349975586	132.6150016785	179.0460983063	154.2349070453	145.3001867127	221.1362223745	190.6261495258
Ccl11	358.2471414247	316.6250076294	379.9750061035	247.3822240967	301.2719062174	328.29844054	339.8695430243	326.1408358511
Adm	564.2689344924	1202.2749938965	8226.7502441406	693.3664397593	279.8366424265	891.8692183905	1033.3672242672	841.3776076348
LOC502155	252.4899710444	175.4749984741	128.0050010681	222.7507746662	205.7812801766	257.6889144098	371.5992106474	262.4455970071
null	253.3128589608	252.1050033569	736.7099761963	238.3668725479	333.840976744	269.7609650177	369.959229483	311.6333942442
Uxs1	19445.9539811966	6893.5549316406	8890.5402832031	4036.7856933219	12650.4375082839	13637.4199147809	17197.9684678349	15200.3171451762
Ptgs2	596.5756075339	161.0950012207	237.9100036621	184.6827730414	236.0546877218	202.950210727	556.677075428	284.3175454893
Atp6v1e2_predicted	223.2968127173	168.9900054932	211.4950027466	207.3851917573	175.3784910027	179.3165025478	189.9274372271	186.1687941465
Akr1e1	1590.6090456576	557.8649902344	921.6350097656	1004.7614842104	1076.3805965099	1260.0422947477	1536.2097425594	1279.3537396555
LOC498691	407.1564965885	453.1400146484	710.9000091553	294.9419481832	299.7255883462	288.8228569945	468.0905858673	359.2601501326
osr1	11399.9302008663	11321.5849609375	16045.7202148438	9654.7808564289	9728.6678428213	18300.4789700552	11576.0509572516	11688.0624613745
RGD1306244_predicted	358.6425255649	592.3450012207	309.8850021362	1296.1862018656	265.6125746513	348.0632970169	345.9675082401	347.5435956061
RGD1310131_predicted	303.4501731608	334.3600006104	248.2549972534	186.407717493	200.0045893936	244.9235886027	203.9580534297	272.1153335232
null	197.677062762	170.7750015259	389.8550109863	290.3370041052	367.4521551784	270.1632092536	344.9391974486	258.635064369
Tusc4	6235.5326681709	1786.4300537109	1534.9000244141	2625.8089321779	5046.9632528499	5492.6526376379	6271.856332966	5456.2296737597
Zfp509_predicted	3681.481369123	1847.4850463867	3940.669921875	2158.4704810535	3847.3025696939	5021.2607760228	5239.0975231824	4474.3885043722
Msh4_predicted	157.0844884635	243.7599945068	125.8399963379	105.9142059141	205.262186986	117.8363543486	139.4756036087	138.1724740437
Btbd14a	20460.132861195	10612.7998046875	4068.6799316406	4689.2670150175	13966.3977613766	50130.540833097	17482.1175960975	17776.9222893052
null	621.0066435801	431.3650054932	403.8950042725	227.2962613509	350.2858791964	421.5377360777	548.9703086534	477.2130577058
null	720.3911366342	502.5350036621	834.4350280762	387.9901092973	1138.0461141388	984.3828696207	737.2740628299	722.6294083453
Cklfsf5_predicted	18829.7105953767	1216.1099853516	1580.674987793	1281.6579712641	14378.2752824007	10779.6260858795	10043.1888234384	10499.6838702628
null	236.9359218731	248.1849975586	535.6050109863	200.4523039763	168.9944221857	255.9863884712	240.496897146	231.0601926939
null	189.3151885772	176.8150024414	285.015007019	757.3546138122	239.9520982039	196.659968606	259.9369366072	226.3173268886
null	721.2853554896	751.3950195313	7562.8098144531	667.4358952306	1110.7100418374	1152.3856310072	1005.9971348773	954.2429498244
null	400.9838264249	445.3449859619	466.9600067139	396.0332766299	700.9578116243	369.5740718574	425.1640108526	442.4691135567
LOC502603	2872.4833488379	1113.8549804688	1249.5700073242	893.0633645409	2782.8013935143	3913.5315668896	3930.9518032865	3135.5811748081
null	505.5311449451	378.8049926758	491.2900161743	869.3226067648	688.8859878024	443.9443545453	378.3383791477	432.4662713385
Kcmf1	1300.0890500616	619.6500244141	255.3099975586	266.9423439876	1235.8198901839	1318.6039047037	1145.0001744676	1074.4874541431
Lpo_predicted	326.8080316021	192.9150009155	989.3350067139	269.8072641185	300.3606926166	328.6400114607	297.6420014846	301.5435993365
LOC362464|Arntl2	2113.2568956624	2676.2700195313	2378.3699951172	14208.3238618072	2139.486537437	2021.0071627687	2763.9522992761	2454.4462410587
LOC500474	180.8184099864	6880.2153320313	276.0950088501	184.5232244065	492.9436321324	287.6837710391	226.0464378753	241.9358636539
LOC291965	372.7362831817	375.1399841309	397.5349884033	269.6532941975	340.4040415343	385.9081975282	331.5626112314	340.4052995877
RGD1304963_predicted	241.8096473765	213.6500015259	478.1950073242	150.3591408394	171.6615488251	222.9476152635	268.8213011805	251.7310166037
LOC501104	1004.0818860195	294.5450057983	423.1250152588	866.7552799792	1311.0413106095	795.0283387054	1065.5660795864	955.9407234681
Impg1	158.6558364548	240.8099975586	146.0450057983	132.6426002511	138.8328802665	173.1438889063	139.3268457136	153.4796589714
Lmo3	11765.0232321752	200.7949981689	427.504989624	696.1182460168	7903.8072606159	1327.5194162518	4920.346706602	5095.5729366889
Cdc42	116851.199434868	48085.833984375	142591.61328125	52067.0952745896	59005.3666505815	87734.4431777839	105310.604186772	99144.6570186019
null	302.5986550488	341.1949996948	436.3600006104	341.7041776125	509.5981014434	319.5829805185	364.8393639667	361.6920342462
Alox12_predicted	458.7025428624	479.3950042725	9730.0849609375	259.4324318521	881.1495823971	540.5678994922	505.7076910226	435.8212449816
Ppp1r14c	5620.7844860064	1149.3049926758	420.1800079346	283.7851157413	1765.153884765	2667.9065987092	4108.1397417405	3536.3516587733
null	190.5380522351	183.7700042725	179.9549942017	291.4536793299	236.0011847254	883.1428375259	281.832990303	286.4897570206
LOC308656	205.34024816	516.3099975586	298.7350006104	181.4749962256	237.4471937955	318.697413197	339.6030500984	292.1897240826
Rb1	4008.4705733813	3196.6650390625	4671.5150146484	1243.4142634647	2163.6059299204	3825.1350587873	2679.4107796498	2790.9522151372
Msh5	187.3510818407	624.2349853516	303.5800018311	243.2886134712	275.4148615399	208.612474827	265.5615610957	253.4920442177
null	428.1023997223	854.1900024414	851.1549987793	312.2949927881	268.0280668925	527.9261246265	532.6283044597	448.6757761783
null	175.3103672798	243.0100021362	196.4800033569	209.0692021084	292.6756551114	177.439362282	226.6813476534	201.7969884677
LOC500964	227.884198286	238.8349914551	212.7750015259	617.8507703594	313.3180877303	247.7008601447	337.3719698157	296.0820312402
RGD1311080_predicted	222.581218444	678.8099975586	418.4099884033	226.9682403935	335.7265978417	318.9051808795	276.7679371414	287.1198603273
Znf647_predicted	9726.854954391	3067.5899658203	4127.3000488281	2536.1929735395	3836.7250952921	6527.000261086	7525.98122069	6774.5815194858
LOC498870	165.1445344757	139.9350013733	177.1049957275	185.4202761371	234.9832218715	337.5550061881	242.0999065486	226.7275586103
null	179.6105906037	214.344997406	200.5200042725	431.4282237248	330.4820012442	170.7923852526	272.6531300122	250.68684353
null	722.8357563252	211.9049987793	681.1149902344	744.1499164698	349.3771415278	391.4181525899	595.4633472057	593.031575943
LOC366569	157.9053269314	114.0650024414	784.9700012207	175.2219388158	187.6888319167	223.0616061886	177.3562445049	177.8541348916
null	213.3620782682	238.7550048828	213.625	326.7967175507	291.7755741306	237.3792741579	308.2187356854	267.3623176381
null	1347.048187548	943.6899719238	946.2850036621	2631.8055534588	1108.9456679641	1077.9455541976	1378.9543919338	1294.2263373281
Olr830_predicted	739.7075936883	580.7950134277	811.9150085449	1187.4690208909	859.3227746129	642.0273588147	704.4261039042	741.9437355793
null	425.479467968	317.875	323.0299987793	527.0055000958	294.9490258441	306.3396042282	389.4480926083	357.2714525912
null	364.5268547651	287.1000061035	268.9549942017	388.4236899606	346.4352916094	320.4559283901	625.2956551928	410.2916497563
Hrh3	2552.3648226948	454.2150115967	892.8850097656	552.9938636865	5169.0363584841	1565.4748577338	5016.5176538129	3172.7188474181
LOC503440	294.6315055769	316.1549987793	205.435005188	148.6194246487	142.7086118761	191.4955449167	213.1236457675	215.2607787974
Tnnt1	316.1359265667	91.5400009155	2587.7699584961	687.2225785702	1836.2162078043	143.3645650578	461.0689085424	415.874486692
LOC363218	330.5180085874	219.6000061035	321.4100036621	148.3338891825	330.7573322087	264.1079502872	378.1367321309	330.2693209493
null	978.9777294098	599.9800109863	1013.200012207	1047.728261733	1187.7911973717	900.9737742123	1152.9143958873	1019.928105539
Apba3	2110.6368941474	694.625	125.6700019836	1520.7761189624	1420.3807236024	1364.0110486087	1225.0144413849	1386.8026367687
null	189.5268232031	179.9049987793	175.6750030518	217.1672939054	268.1031068684	208.5973307223	213.3137530278	210.087633586
RGD1310520	661.9567653378	102.7849960327	276.6300048828	341.0562416792	424.9392731109	842.1849847966	524.7127260004	495.8596543982
Olr1199_predicted	138.0929118025	117	502.4199981689	152.1932263355	270.5780198342	159.9643332833	179.7611063515	172.2476830567
LOC360794	639.8162764981	1616.7550048828	893.5700073242	1221.8105303781	614.332745244	377.5296298341	859.9818542378	713.6537874094
Olr86_predicted	212.4820838673	331.1599960327	352.4299926758	251.8696682042	205.7761383731	298.1111495732	258.2933018871	259.7448452905
Ahsg	4445.2774538789	2409.9150390625	4518.2451171875	419151.342209492	3739.638459424	4667.7494183754	4020.7974705311	4157.7585336278
LOC501990|LOC498500|LOC501989|LOC364352	1763.4803166429	353.4750061035	1810.3050537109	426.681583073	388.4720450971	264.173853517	1132.4974221894	888.5248603482
Ptpn8_predicted	241.6017248112	188.6800003052	6552.2399902344	194.1859112757	375.2065139017	1572.4666905586	239.7398368627	245.1679716024
RGD1307489_predicted	10935.9314540732	7083.9399414063	5113.4348144531	9676.2678989741	6912.5369497241	7974.3235398648	8333.8110983965	8350.986765255
null	770.5766665856	1019.3200073242	1263.0249633789	425.1010910411	808.9350814631	984.6443135341	1054.0019090927	903.7438720087
RGD1304775_predicted	375.1664815037	334.6699981689	115.7200012207	118.4057470973	170.5995271371	199.3489928461	183.3903774318	182.6224223637
Eef1a1	1144507.54328235	1398195.625	1195995.9375	1430074.04215321	907358.503990421	902010.562146206	930953.265733248	1025746.91271614
Fbxl12	565.6757479404	155.9349975586	331.3849945068	225.9910806028	668.8849605687	663.1240474284	470.1857727873	464.8940243455
Zcchc7_predicted	18827.4162311179	10407.4453125	26670.2744140625	9988.8525226696	19595.110214723	29057.6452390672	24846.3098186363	21019.1851622696
Nek1_predicted	194.8189234146	161.1399993896	196.875	196.2869215993	238.6445967083	259.6792518552	216.2570273321	212.7543131843
null	296.6104139034	871.4699935913	809.0550231934	246.3405698584	488.9965210269	421.5783267066	403.5174817219	399.513948087
Txnl6_predicted	340.8186798558	1169.7799987793	405.6399993896	328.7063429844	279.8407735109	959.8894288251	411.7903821759	366.5769949308
Fkbp7_predicted	1169.2203657735	587.1450042725	2244.2350463867	638.7348652952	879.8849412897	1390.0970294925	1073.5148535513	1087.9855734606
null	202.8191598374	159.6199989319	172.1200027466	209.2898080649	206.7558392137	198.6449418628	201.3625653005	195.877757019
Lect2_predicted	280.3772091431	1341.4950256348	439.7700042725	194311.193720052	307.2649279568	280.3982683018	397.9909690095	340.3307105111
Slc30a6_predicted	3656.1304752092	1875.5650634766	1747.4650268555	2090.8170951298	2596.5865821083	3382.9289873215	2725.3877499715	2829.7449063023
Gpr87_predicted	3668.8839308217	2013.1199951172	2525.9050292969	2403.3007103237	3884.8781489231	6294.1144732026	4367.5274109434	3788.3132210171
Galc	516.8422776496	750.9850158691	1835.3950195313	647.8041538277	562.9065557064	401.832366467	697.1269044962	633.8691858909
null	224.8081892457	108.1599998474	256.3099975586	201.1707779632	172.6350247475	267.0943591367	294.0827545388	242.241697324
RGD1308267_predicted	1424.0523139222	519.4049835205	637.7799987793	967.1962213511	1000.8055453024	886.7415476801	1239.3298236302	1146.9591221799
null	248.3370440381	368.7350006104	260.9200057983	250.8652379652	229.5008680744	226.9019172033	310.9529196227	270.2742772903
Large_predicted	86795.2381978388	13380.8198242188	4554.7849121094	7683.013912497	36541.4284524839	31469.4126512798	112980.602044099	75579.4441581282
Gzmb	238.4506485636	243.7799987793	357.8800048828	182.7053924296	590.5646757107	244.233162796	266.9348492938	259.2996959419
Olr240_predicted	158.3994728928	182.4550018311	140.4450035095	312.8150798387	228.8881861563	223.5298939408	196.7082629162	201.7052268212
Cilp_predicted	166.3722329447	304.8099975586	818.8450317383	1088.2483658275	206.9779101089	261.0516840047	333.7734729685	263.2514523199
Olr745_predicted	345.295314016	272.6549987793	350.0200119019	385.0597301349	367.4526359006	272.0683907606	491.3526467254	402.4858115595
Epas1	537.9727586765	494.9750061035	351.7350006104	404.3524119704	445.2023890594	500.8232288896	616.9877786657	466.079043894
null	280.4275911508	380.9950065613	169.6750030518	130.6540681904	275.5703786729	220.5155808035	277.1981419023	254.8497204064
Ms4a3_predicted	131.5005468404	298.4950027466	126.9099998474	174.2512204367	291.3480839866	265.0712461483	153.7156771376	166.4364216395
Tceb3bp1	4354.1006697547	2732.5100097656	3869.044921875	3796.543847402	3573.9072533185	3791.7584059658	4812.948643366	4198.9756541591
LOC308372	1270.1660794117	248.2000045776	1566.054977417	1355.3597907287	1313.8294900967	886.4219874201	1383.9978673187	1235.3261849114
Otx2	827.8246524268	488.1150054932	528.240020752	704.7411635436	720.0676820109	4223.5299965132	573.655761203	658.6923900132
null	379.2325611189	407.8649902344	312.4049987793	506.3395476393	354.987513808	482.0542224777	348.8330644129	359.8433067135
RGD1304929_predicted	401.4236340474	205.1950035095	1035.4849853516	310.3695611948	496.4386301996	233.8696602201	367.4726929321	351.7574430696
Recql5_predicted	1657.2046757858	495	568.3899993896	551.5566446788	1143.3675937306	850.2392996986	1541.1088092192	1194.3783680086
Nusap1_predicted	354.3271619933	505.1249923706	7834.5347900391	709.5755865131	1571.7232891664	581.5705160078	484.3920303994	582.3611467409
RGD1309417_predicted	10841.6182636742	3755.125	6900.7299804688	4485.7216926718	8615.4694582137	10973.5907002442	10266.6474865751	9488.3384738614
LOC499192	229.2267585242	210.9700012207	295.0350036621	201.3418305947	348.5199222168	340.4889899544	293.6432305481	246.5731554248
Dncli1	5003.1555273973	537.950012207	636.2200012207	245.4406495299	6016.8844929554	5283.1919750296	6601.391749104	5403.7379913712
Masp1	131.1356664063	292.3050003052	189.9199981689	126619.361719288	217.3930608354	192.1994808815	197.5748449652	183.8837365179
null	269.1515407946	192.9950027466	406.4349975586	266.5456115367	160.6374727075	144.7983781527	257.5822996832	245.4681849537
Cd80	256.6668618936	190.5350036621	254.4449996948	211.2867090141	308.0223087376	300.4114278346	275.5125177968	270.3224332495
Aldoc	58677.0299457108	170.8349990845	218.9449996948	356.4906142754	51938.8443664714	128919.054096297	58556.6690726231	54827.2692051362
LOC289052	407.4114992217	337.7899932861	483.075012207	523.985054705	548.9559058138	359.5717439865	468.8999907562	447.3124348002
Gdf9	229.054747506	128.2799987793	231.4599990845	187.8382855687	249.7372081871	286.0639968835	382.2042580076	251.6138937499
null	357.5101491532	376.1099853516	156.9199981689	174.9328643498	355.3595501647	341.3365898416	250.9304327714	272.7906582488
null	238.5074563271	113.4500007629	490.1100158691	169.5820162186	443.8853313455	193.7580957251	278.273819515	269.2929293716
LOC313865	316.5277554182	202.1350021362	367.814994812	584.2972515086	337.2441825722	593.098648917	244.155730172	296.0822150003
null	321.8289460443	405.2350006104	27979.705078125	255.0722338181	312.9218494463	293.3129401497	235.115606657	260.039312607
Timm23	18603.3238072194	11851.0698242188	9582.9250488281	21172.5734297413	10589.48201058	14800.7851057519	14347.5638661195	14255.2468231855
LOC498114	26265.5697174785	14017.9951171875	21412.16015625	14575.9803003119	15811.4663762154	20417.9083248071	22661.8981420283	21080.5751319292
LOC500999	2683.2207883536	1008.6350097656	1311.8249816895	296.9656705263	2079.7597010577	1315.6440485451	2675.5714803229	2251.7533717443
null	183.0055023281	249.5100021362	206.8400039673	384.146759458	299.7669081319	254.7821042171	227.6114787624	229.4966155975
LOC304286	27274.3158237507	14951.3500976563	9271.6752929688	12762.6793122917	26525.9954995121	17125.5695143576	50251.2345029763	31110.0082895258
null	267.1238064583	234.3199996948	209.6000022888	208.0708219926	433.817458529	459.4964016694	356.4581950143	336.6983459638
RGD1308329_predicted	8706.8914858908	44412.78515625	301.3899993896	6407.2614228437	7721.2598896623	5788.0722718262	10671.2879082172	8579.804396103
null	250.349596762	157.5149993896	199.8300018311	166.1168405568	164.2060390601	253.2927589659	221.1697174447	217.592804597
null	243.0573238563	188.8000030518	206.2149963379	486.7492592742	390.6764391837	383.3947256879	349.7077746041	310.8945787078
Kras2	7257.9058307145	15180.5849609375	2005.2300415039	132812.330323214	4898.3645937709	6274.4639437439	6028.3513191931	5981.0949615627
Herc6	665.4479811547	773.75	1213.4499816895	347.697403507	552.746114219	662.2094661133	1154.479297695	842.5730642775
