Info3	hippocampus	kidney	spleen	liver	striatum	cerebellum	cortex	all
Bivm_predicted	5057.3422317448	3274.7399902344	2784.2150878906	2405.7340933331	2928.5916750595	4356.5466994471	4347.4579606189	3947.2441718445
RGD1308823_predicted	2762.5667356308	704.4200134277	488.5299987793	1342.725745609	1507.5485101219	2545.3146266521	2877.4035020272	2443.1781380693
LOC293918	178.3794294746	132.0850028992	284.0600128174	182.6460057435	280.3992965297	226.5734694758	257.0046291533	230.9754588663
null	168.5248351347	232.2349967957	147.8899993896	135.1976573284	237.3060870267	157.1527229418	184.6034963295	181.8677249204
Ralbp1	2704.1433676665	646.2599945068	569.0199890137	648.8946056321	1617.0261509269	2228.5844609472	2696.706069684	2255.0627698114
null	206.7153808373	466.9949951172	972.4850158691	728.9708070869	250.5966372119	177.3499680926	281.6695145814	267.8025622034
Ppp2r5e_predicted	2874.75000211	758.0250244141	877.115020752	232.0362452844	2166.7502371646	3476.7121005167	2964.5059922192	2453.9773805074
null	186.9505756384	194.9850006104	253.3049926758	230.581782634	196.2868650773	276.2070847442	248.5889780492	225.532733743
null	649.9083070239	228.5199966431	649.1549987793	228.5948452899	577.3144558804	709.6236964679	598.3241770334	547.2454406807
null	217.2089697702	182.4600067139	269.5549926758	133.4456194895	334.1857755682	218.9468844702	183.5563210399	200.438893234
Myh13	143.0802412005	121.0200004578	100.6349983215	149.9843114467	234.5209432167	180.1724844167	217.698565786	172.1356348614
null	21516.982213339	111460.03515625	39944.7041015625	38016.5147095843	17557.6780189522	12363.3407530741	19376.7568869841	20267.1183417519
null	293.190698644	508.2349853516	331.1649932861	202.3914320247	215.4190505229	267.5780235485	323.203309867	282.9292488161
RGD1307194_predicted	385.7153879875	183.1100006104	246.6149978638	326.5056533816	361.0800151462	373.3801130635	382.4509677863	357.6463341719
Olr83_predicted	229.0032871079	217.5899963379	423.3499908447	234.3043972839	350.8507557578	253.2323789026	267.675435759	257.6069486742
LOC500564	1055.1093802994	1143.1650085449	632.9800109863	1633.1861470889	1729.7042576883	2672.181409416	753.9683284464	947.0690892773
Prph1	2518.20821668	830.9299926758	530.8800048828	1462.7494964855	1233.0410422828	637.6573795548	2866.6083743178	2080.1560286975
Xpo4_predicted	1603.1937414032	1942.8250732422	4388.0749511719	1497.6402143923	1446.4705327603	2692.9515021936	2083.3898839776	1867.3802148831
null	253.7972316442	871.2700195313	51796.80859375	5774.488883882	147.3819198816	464.1731163634	244.0774467546	286.4941469202
Fhit	5765.8605613482	3630.2600097656	1615.1900634766	2558.0752353785	2898.4709715462	2177.5627757616	4979.7072861565	4043.0363218724
null	176.8975012451	387.2649917603	262.1100082397	256.872883553	440.4822705979	336.2591952513	309.1671973305	286.3181018953
Kcng2	5613.8554954919	300.8800048828	588.2900085449	493.4455807106	1220.1483059587	972.4012224529	2024.7643623923	1486.2385897883
null	331.3341263082	409.174987793	267.7499923706	208.8182044682	308.3139604209	264.493516692	355.0728545208	302.2375331377
null	1039.8864711787	489.1400146484	511.1849975586	197.3841729147	625.9773810818	940.2469087285	793.7506067367	735.7887776951
null	237.4368953719	294.4950027466	315.7649993896	355.2144996569	307.0228627705	239.7985068135	223.1510841887	248.3128004763
Rup2	255.8744692756	489.3999938965	222.1049957275	168542.738236336	372.4773314829	175.9027451857	268.9556045758	251.5869766954
Gm672_predicted	2310.2607796396	1827.6449584961	1436.0100097656	2607.8072820396	1900.1199058027	1445.6677248238	1637.0667251246	1772.9451212471
Npepl1_predicted	694.7605066911	517.9450073242	1817.0549926758	4057.7322979124	1025.6717917331	894.7741030921	715.3736105266	797.0605197031
LOC500228	6173.6962127947	3158.9400634766	30982.470703125	2268.7187225501	3635.5663201772	8614.3529176386	4397.1807718008	4640.2068001519
Tip120B	2158.8371568283	2054.0650634766	379.4149932861	241.7454150339	2012.7894900401	1617.6893526016	1658.7945494961	1816.1359427758
Rgs7	13073.6345655568	304.3400115967	300.1799926758	271.622717185	5970.8385325758	16875.7696406728	19687.121429753	13908.8539228614
null	176.8757133283	142.5050048828	231.5850067139	147.6878257602	255.6147559837	140.0000931242	222.8209875519	181.6343666588
Tas2r123	222.638872591	175.8500022888	259.8200035095	245.557868322	184.7800375404	213.3481671097	207.8804383781	203.490724234
Sim1_predicted	137.5521514816	2732.6700439453	146.1599960327	204.450458466	158.332102627	151.4573521315	214.7047775973	176.8688095046
RGD1310781_predicted	998.7730525033	1555.8700561524	1722.7750244141	3319.7710091686	694.9773053615	879.0076610018	932.0925635029	953.1539875684
LOC363827	299.5442801801	222.2549972534	26234.724609375	161.4622664232	277.5852990876	209.0321650751	251.3125273207	238.4774348353
null	219.7720025335	148.8850021362	179.7999954224	181.8142692384	386.6823083707	226.3489613067	193.1215883422	189.3208476884
null	288.3010860565	169.2149963379	309.6700057983	182.6124345964	187.2792733857	309.0482636655	344.6118970463	291.5320938398
RGD1310420_predicted	362.1293587509	181.7900009155	754.2250213623	748.6167245048	200.7049348256	521.5719894788	540.8303746237	500.4255945001
Kif4	321.2181920163	219.5449981689	2734.5600585938	172.6262844002	277.1974631737	226.9414254158	156.9743360847	248.5146026127
Laptm5	3224.5451845202	1780.3099975586	23421.529296875	2136.5466210623	2680.5210420191	1688.9456090321	2474.713755938	2471.3374745612
Dnah1	316.116752831	406.6949920654	207.2699966431	268.2305528387	329.6637008303	312.0831645198	314.8190953569	304.2860969007
null	237.3018806541	306.125	166.8249969482	188.4320022065	384.6589750481	197.0797986732	215.4537477156	211.6259870273
null	167.2344934641	269.4750061035	233.985004425	209.587276024	301.2574796692	157.1701443644	216.5334813342	208.6316917791
null	233.2153964731	478.7949981689	287.9149932861	186.8896757092	271.2118185588	212.3591141251	335.2301299041	294.911115616
Anp32a	7590.4440331369	2025.365020752	3968.830078125	2292.1642633229	6342.7868165341	7140.5257262711	7726.1780472582	6634.0274741152
LOC305135	7430.1162506315	723.0700073242	1416.5650024414	2956.479943725	5492.8692394095	1275.1872344451	7887.9843217985	5660.6237182886
Col11a1	247.108936496	394.4850158691	372.7200012207	327.2556849965	495.6808289436	215.0483502014	323.0733861933	304.4916469825
null	245.4183327825	196.0149993896	170.7199935913	111.5542555533	225.6321856319	257.0982904028	263.1852319601	229.8510070215
Gpr125_predicted	257.7551849541	1555.8399658203	461.1350021362	539.585745216	383.3079605366	459.4935112764	464.952958637	456.2035269065
RGD1310724	15626.7191379771	8519.7202148438	8437.4748535156	6367.5734900111	11040.3186441529	13086.6768635975	14258.6183188898	13228.2726729854
Fignl1	443.3018735014	475.4550018311	1968.3299865723	632.3931622984	536.0191550257	329.6318522143	450.1750113249	444.5477606503
null	335189.824034523	121933.0859375	51387.88671875	166960.365358764	187578.734870705	333455.706116783	389755.288087903	307111.414747879
Mustn1	1695.8145265859	1493.5399780274	2640.9100341797	750.2497487128	1069.5198374371	2630.5789478254	5707.9374324629	2794.7185588127
Adam8_predicted	4823.6165714291	2292.0399169922	5011.8551025391	1895.9165842609	3897.9241012468	3415.5471133347	5841.4880948409	4562.3446246642
null	508.5919882474	434.9549865723	21950.0146484375	264.7591022359	535.0562468856	550.649732967	661.6176805393	526.6143923109
Pnlip	2603.8306410298	305.9499969482	428.064994812	189.1085054906	2441.0594932915	616.8221177305	1323.5572537438	1311.0843724515
null	1804.9961498429	2683.700012207	485.2599868774	1176.84073492	1606.5306087574	1976.3925051613	1681.4156395509	1574.1274421654
LOC500415	252.1031641658	319.3699951172	195.8000030518	210.3822285794	286.4331192527	272.4818799235	221.5915738925	230.7353644908
null	380.1666216473	681.0899963379	226.8649978638	276.7946461618	241.4046454156	314.3808228649	222.4999903058	240.5495139897
LOC500373	13178.0695224505	6019.0798339844	10793.3100585937	3908.9568596619	9190.5250174318	10802.4218225883	11725.9886758492	10555.5366812046
LOC500924	211.6753535198	217.6350021362	467.0600128174	364.9134835041	285.6096448925	498.5950817366	338.4163676	279.4884165471
LOC498581	322.8310170523	198.5899963379	215.875	145.4262759987	255.4804861588	155.5996947783	266.5340209521	234.5454728627
Rnf8	18575.1333168457	8303.5	8547.5551757813	12416.8187456099	11612.8146834848	20799.2212202789	17791.6469865805	16539.3975757812
null	588.0915671987	762.8449707031	406.5	743.875764305	948.3256862633	1362.6625925561	789.640004655	747.8669544756
null	3206.2877921965	157.8400039673	225.3600006104	158.5472832073	2261.951735087	1165.3143970863	3416.8514850398	2766.1109807128
null	184.0088340163	178.7399978638	575.6299819946	238.9293186022	477.6563874421	241.3479618091	219.8623803326	206.1489812577
LOC498402	817.462217029	1219.1099853516	938.2649841309	1604.615146839	448.4705612541	318.2769041645	606.8995807797	704.1020236085
Ercc3	8391.4527690226	1478.6500244141	3541.2700195313	1894.5837416385	3688.2430771696	4238.440130505	6784.8583616426	5562.3558562679
Odz2|LOC497664	17608.0662894225	200.2399978638	273.2300033569	247.1752203277	12920.2235393515	1480.4944037474	15778.5513062507	12396.4419295901
null	3322.9092075612	2144.5799560547	6261.7548828125	2556.5653487167	3009.7576724971	2829.0743120848	3607.521165437	3146.8552456465
Agxt	327.0681835841	274.2250061035	196.3850021362	50755.9851354429	306.7620497315	353.1457386837	299.5386290634	305.2514517022
Sacs_predicted	6715.1850073833	410.1100006104	2788.9649047852	376.6673202436	5103.1224985391	7261.9796480312	9243.6210525281	7474.0001710241
null	212.4312210562	132.4199981689	208.1600036621	224.0598606916	250.5620980889	161.1030049343	252.3897575717	222.4548285316
Commd7	669.6735597854	299.2949981689	624.0899963379	651.884175163	537.4125905061	1409.6087714772	423.5895115823	490.3629982611
null	231.5068027361	156.4100036621	326.3649902344	253.6649883192	193.8197897135	258.4817906843	254.201860415	246.5896838158
LOC500300	1088.7086564171	7653.1650390625	1343.549987793	37360.6036432667	6387.7147844354	635.747200122	961.1162910758	995.1391693724
Arl6ip5	117155.892901863	39420.150390625	72299.296875	26303.0107502999	67679.7485924641	119256.622782839	99109.7753130717	95637.3361366297
null	302.492033147	408.7649993896	479.4499893188	134.0792952325	269.1158453104	347.7160705649	204.4867178308	270.6659109794
null	267.0682647057	116.9150009155	153.9049949646	160.6729048282	228.756933166	208.1668738975	215.7690191535	208.3619827526
Ncstn	6051.9108873969	1168.4149780274	2207.2249755859	2820.6797175668	2525.910007264	4385.321273305	5422.0604199378	4560.6890538249
Ralgps2	1725.1234454503	1383.0299682617	10689.2797851563	3669.5989339396	672.7747658719	740.8408458674	1316.7194189904	1304.797307833
null	135.1375482222	573.7550048828	224.4300003052	378.4455066957	128.1699288468	239.1004266186	176.9552036469	178.389754585
Cirh1a	4625.6519055759	576.7900085449	1458.115020752	1541.5482807389	3318.4434068479	3023.5924782997	3990.231836972	3769.9371028266
null	325.7730250595	167.9250030518	154.4650001526	448.7707810793	186.7419518112	304.43132344	429.3733335199	313.5602798351
RGD1306881_predicted	711.5383262688	985.9649963379	865.9799804688	837.7591562949	431.7808750901	1269.1730566633	514.243584965	710.0891744208
Commd3	35637.7792626006	24600.2099609375	19908.5952148437	23851.6166968481	18489.6821487854	37260.5300330964	34631.4593542158	31635.9888619802
Snf1lk	5176.9977137733	11405.8046875	24683.5048828125	14839.6252772943	5121.5968707309	3066.040178449	6070.6324570428	5761.9666806843
LOC501043	897.8370602718	236.2599945068	846.3299865723	342.2182573756	423.6578652069	857.3520520269	856.2640227155	748.8801103995
null	1118.1457907897	261.0900115967	112.4849967957	457.5527825206	1606.8838680606	1090.9170370768	1422.9469235882	1138.3611238007
Gstm4	992.0453960651	1223.0300292969	553.7300109863	1779.1420572772	1221.4982799548	663.9310890653	582.3689226629	724.5131708189
RGD1308082	81854.206506553	126988.859375	111362.84765625	171177.164969586	50365.4370011811	65089.1205067142	105998.808147137	93561.5778658648
LOC292017	4007.9402000413	2502.7600097656	2478.5949707031	3085.3392264227	3374.4611015843	3730.2147189833	4168.360639247	3695.8369431452
LOC287060	408.6088070967	452.2049942017	246.9899978638	295.0166690584	506.9415259773	403.1399922218	446.6830715151	405.9450311864
LOC299830	636.7025626853	1717.5849609375	271.4400024414	2935.5292806313	601.1155079046	539.4001526529	488.5694227181	588.0562456081
RGD1305255_predicted	645.6470410532	516.4949951172	231.9000015259	339.6475608363	372.8453247914	275.1793776964	1159.2759850749	625.853675773
LOC360668	3002.5191394247	751.2600250244	352.9699859619	408.7134938512	2307.9158806593	1399.3307308192	2782.7068643816	2215.887516078
Spag6_predicted	300.1384269399	366.0350036621	363.0500030518	423.5316100429	318.4904205192	351.8874443683	384.7274517843	357.8593760058
null	501.7684439819	316.9949951172	389.7299957275	368.6197118088	395.796545567	495.0295100491	444.1971856098	434.7579157959
null	182.0390037392	137.1000022888	56.1149997711	101.4027633595	163.3774573829	205.3445645623	222.5409908196	186.2398105147
RT1-Db1	182.7015106689	122.7799987793	138.9199981689	153.4991636699	151.2356620346	197.0610643841	197.5167093562	183.1320259553
Synpr	15287.6976711043	177.5400009155	196.4749984741	201.4246012022	75952.5763137649	810.5632725153	27943.4185698458	18340.3793944395
Rax	176.8150569427	152.3099975586	748.6199951172	192.4450471334	182.6100669686	299.0252763088	287.9550434675	250.2308297717
null	4611.7522605929	1017.7250061035	988.625	454.2756323074	59650.0593871012	1157.3846078333	9210.4896060572	6112.5723682592
LOC497813	11664.6549264016	9241.1401367188	37773.4404296875	11322.8132529344	7805.8920358617	11982.6406471255	11347.0898213331	11496.9889944505
Rnmt	2994.7004005805	497.6450042725	556.1500091553	477.0488685774	1575.2458973217	2674.5766893303	3443.1991798497	2728.081249835
Tnnt2	596.2223288867	367.9650039673	1582.1799926758	906.0471380404	353.37605826	3017.7176519043	5827.0006028051	1464.0205577287
Hexa	25267.649771537	94283.8203125	46875.439453125	55027.2128849143	20185.8101710821	21427.8240170688	24366.6229308958	25345.9934507247
Ran	141438.367003274	64018.560546875	157730.1328125	71566.901951613	88552.3925988613	123671.673374715	187117.821946981	147875.514457337
RGD1304902_predicted	133.1507096943	113.4449958801	198.5899963379	197.6246145986	230.6221370892	251.7382425566	230.0320124617	202.7942667678
LOC297805	188.2810471225	158.4249954224	482.7699966431	191.9086426508	223.3129139698	211.3951726578	230.7577588409	210.6294538487
RGD1311993_predicted	317.1496304326	180.0750045776	173.9550018311	270.6905206873	229.1300175974	139.5531201057	246.8937329745	235.9773769473
Olr1361	184.0270711995	151.7950057983	169.7400054932	214.7133744842	181.7710434433	245.4570727958	206.3235573377	188.8153800688
Itga7	2177.223901624	432.7850036621	245.2900009155	1581.3770799536	556.5498984958	5585.5448258558	743.4666345365	937.9248191492
Gata2	427.234708367	1638.1649780274	1738.950012207	271.9273036574	367.1922390509	174.6950759779	312.0277122422	329.383920724
null	12081.7355850384	2226.9849853516	618.4400100708	7416.2932383196	5817.5017694671	9915.0387542009	10446.2348829511	9282.499440713
LOC501146	2526.1458325763	513.5199890137	833.2850036621	2251.3788434173	1309.2623966302	1693.381577722	2918.5167036081	2470.3460648849
Csen	2630.1538716122	223.8799972534	147.5550041199	555.8155572144	1800.5290583851	3374.4855791827	3897.606732859	2645.9269143696
Irak3_predicted	1496.248053903	2528.1949462891	11687.6303710938	5017.3027147902	1098.3004935244	933.8857653227	2115.7286836088	1769.8692309744
Tfpi2	173.7562601751	191.6050033569	760.125	196.3794708191	259.5982514812	273.9359254005	192.5086355986	209.5587241204
Chchd6_predicted	21838.6991511449	8272.0100097656	5740.2351074219	3042.9692346303	13667.7264678278	6473.6434236193	24295.3625291717	17734.9369247939
null	200.705473748	245.0400009155	241.7849960327	241.2541740139	167.9714795818	255.0871350423	217.0345250759	210.4076616785
Tmc1_predicted	256.2570262949	272.4650115967	283.1600036621	193.188639842	247.0065052684	299.1416482703	278.0454752372	260.4997779647
LOC290156	3159.9815297074	185.5899963379	938.2900085449	260.3180688895	653.6104239853	317.8786739572	1528.5162914739	1204.111934284
Hpcl2	4862.2575156054	7431.6401367188	1892.4800415039	88249.1708220226	6160.2291426789	5444.5480421263	3609.3174380925	4515.6968407845
Rab21	11115.7286131656	5454.9599609375	6292.2700195313	2748.1740626926	5673.2261546231	9668.3450743948	10270.7057886518	9159.7837091267
null	595.0338450289	487.2949981689	1073.7100219727	233.7924397805	602.4521630598	413.0738865207	715.0673643738	545.6786246205
LOC317598	993.8766457039	177.8099975586	199.375	381.4843631836	908.9356002642	745.9202577463	1095.7487536466	922.6008057715
RGD1310931_predicted	20991.1812362924	17998.78515625	14516.7446289063	7768.9086786902	16261.7627394797	20292.7634446002	27853.6323145272	21622.0213757881
LOC501864	119.8565483014	162.9249973297	293.9250030518	129.0245191371	163.6474457179	130.1082436943	146.7093883206	133.6828523262
null	297.8085480582	317.6600036621	238.6499938965	196.6740286963	212.5266159853	224.1362180489	332.1447415619	280.8472604748
null	174.5804838501	131.8300018311	284.8650054932	115.0318051673	196.9772329162	177.2002448471	224.7635573595	183.7728511774
Cdh13	44404.0371707654	2501.3449707031	1508.1950073242	239.6230539455	59546.6049570466	10295.7845439371	58330.8014346736	48771.9758523951
LOC363445	14197.3824055842	2651.0549926758	4949.6450195313	3342.5506850791	5357.4329486849	6478.2949327354	11629.5848601661	9139.2718790291
null	474.7312549197	146.3499984741	637.615020752	214.0881610946	280.0414953129	400.4023675327	368.6265033523	352.9865377813
Olr158_predicted	175.9524102109	308.3450012207	232.7449951172	193.6728671573	159.1645326482	186.4118901647	196.9007673973	185.4139740999
Dusp4	713.839917509	205.4550018311	397.9900131226	311.6488990818	288.1910732141	658.6052063594	1476.0725105834	925.7730319652
Olr214_predicted	315.850022693	436.6950073242	343.254989624	521.3619227265	453.7663558355	533.7932146604	409.9113413	450.2478513181
RGD1311678	594.3935448397	2289.2650146484	1269.3900146484	634.6461875614	608.1709658511	834.6791368947	529.6085754672	635.1556269492
Myl2	253.0762755968	273.0999984741	296.0750045776	654.1398485806	510.0238415326	427.4618671352	370.4350193659	352.5903480338
null	465.9928978588	245.2700042725	246.5800018311	151.4190984787	398.5891338257	204.2873037548	216.8690329034	246.1915745443
LOC500344	263.0726563264	350.4949951172	183.7900009155	182.857246501	278.0221509707	198.0016691769	213.2272073462	222.4762881086
Prtfdc1_predicted	12570.4184840265	337.7850036621	1538.4000244141	1095.722290322	8753.7932930243	8098.1481761538	7745.7262702255	8017.343419379
null	342.0580853814	160.9150009155	170.125	634.7625055431	174.8062889131	240.85424422	249.3738994999	247.9301367711
null	1240974.12578781	691675.6875	876540.28125	664513.011702147	1562938.53752461	1356113.82003575	1341608.04593031	1253961.65874815
Rbm27_predicted	289.4573150575	356.4900054932	404.6300048828	166.415753778	386.5850173108	203.7311206986	290.5242580241	303.4562000636
LOC497910	847.1101916213	215.6950073242	240.2900085449	326.7447690304	476.2150930735	624.8695366799	690.2211876094	601.3566156576
Gnat3	412.9527486114	393.9100036621	7984.5349121094	455.3418407682	243.1222940781	405.3485757367	320.2273570452	324.8887509611
Adamts19_predicted	374.3336121749	217.4149932861	540.8550033569	192.0816042332	2391.9529709628	282.1364198806	532.4956399792	432.4982077951
null	191.4148264891	283.4749984741	263.5999984741	423.4926722544	203.2855519941	213.8199092912	227.8403268977	223.7233807409
null	268.4972632015	543.0299911499	307.3349914551	375.9983995357	256.8393445468	177.6519441791	305.5872384116	281.7684335011
Ripk1_predicted	615.5733339152	272.4700012207	919.1149749756	1304.8044195688	644.19921748	890.6284938651	548.8658870984	648.8262156279
RGD1311857_predicted	8177.4066886479	9670.0698242188	5028.7651367188	8703.7146824056	5822.0626436385	6281.9806614604	7703.8076087285	7541.7664137628
LOC500801	426.2809308063	339.234992981	347.1349945068	405.0577069814	852.083204555	236.9916574887	453.0669668387	436.8214030722
Myst3	884.2678122331	194.3200073242	857.3999938965	305.1001652884	625.297785358	1014.9015574818	824.495490673	756.9015670957
Bscl2	1400830.63938565	1003123.8125	1132982.625	1013105.92960965	1360998.37771948	1283848.68346283	1575958.95459097	1353265.99389197
RGD1310265_predicted	3194.6561373522	1476.6800231934	2875.7099609375	935.6606729718	2853.8499899871	3438.4976769472	2667.1337339179	2728.4256177325
Trnt1	5579.9621784273	1574.5900268555	1892.7750244141	2177.7409803979	3983.5400689396	5924.5114121174	4149.9542391214	4194.8473344001
LOC498222	570.373123748	17115.5302734375	305.6699905396	351.6065724704	482.0471885161	444.2644760384	444.8457653734	437.6345422884
Tmprss5	402.1571547523	247.7350082397	208.8749961853	124.3280241029	577.2553682864	298.2797408261	393.72725651	354.1630319523
RGD1310251	242.2542877817	273.754989624	23102.7900390625	246.2452732886	187.3220789818	189.9866618313	202.2366965733	212.6112606639
Twist1	767.1573034265	819.3150024414	235.4749984741	130.1708920864	230.0932500326	248.7692459086	332.9461167945	344.6776961465
null	139.3346823618	179.7099990845	183.1449966431	153.0590941291	139.2180461968	154.0647252302	144.752810027	150.0769796614
Rnf125_predicted	279.1639294986	268.5299949646	812.2500152588	7024.3825993045	217.7109171582	176.9512940791	239.593480949	255.522332303
null	199.5171426765	380.5749969482	283.0950012207	161.840147916	294.3806256183	321.9872250796	272.1749719084	258.9411325382
Rap1a	19027.8807113368	6167.4450683594	25756.923828125	10208.4732530645	14637.6396924016	19568.4486512809	12376.5331156894	14323.7306967604
null	218.7021017402	233.8600082397	244.5349960327	252.7210574755	304.9665128177	250.9366078558	289.6616267921	260.274333415
RGD1307961_predicted	233.5880199146	205.5699996948	383.3450012207	379.2393486117	259.960683665	306.4546152624	266.4582297557	277.5987187366
RGD1304896_predicted	752.3298691008	339.6849975586	436.620010376	462.606188461	919.7680571693	602.7760320035	1130.3531468037	765.0971858326
LOC353306	300.8883364415	371.6550064087	214.7049942017	386.1538394716	305.3557954653	280.5356694787	476.5857701583	325.613280854
RGD1308133_predicted	700.266658294	285.7600097656	523.4949951172	221.1270826116	399.5605193242	959.2686435727	628.1689111847	534.4580305709
Akt2	2485.1506422205	163.2249984741	211.2200012207	864.0668279379	860.7500966484	2412.2416516561	2299.1654267186	1824.5962213972
Mcpt9	268.1429435013	231.7899932861	2155.7250366211	268.8697738404	629.4283044571	331.9395752793	416.5014810227	350.395244038
LOC499890	1505.3476524342	1210.6650085449	1654.3600463867	1292.3798491317	1570.8898438227	1941.360816139	1622.6810039259	1516.6279918153
LOC302325	244.7437370248	184.6650009155	204.4599990845	461.5861086339	212.2766614129	337.7437801739	282.0952028347	269.2483221422
Epha7	22172.9688218744	263.0950012207	231.1300048828	301.9118233755	7027.8738402125	3336.1847960569	8411.5249410045	6378.2479930039
null	233.4357799997	150.7749977112	215.564994812	193.4687280645	238.1019270202	174.3902031624	299.7548652645	221.4531688952
null	890.7969924948	236.1000061035	250.8499984741	267.6493278071	1165.4572639967	630.0571868688	555.5729735168	687.6112143967
RGD1311123	1544.7404201799	1150.3950195313	1644.7550048828	1309.3499303797	1361.6301045154	1372.1747186599	1697.7448189292	1442.9073968508
B3galt4	1114.3719220543	200.5300064087	370.8200073242	744.6591629617	701.0545895829	908.2005775847	692.907166456	725.8041163471
Rnp24	10326.9519213192	3724.1750488281	8347.0749511719	11856.8685299497	7119.0194844393	8342.4275704521	8236.5348550079	8730.6456866728
Kap	541.7629426605	936102.78125	236.4199905396	1007.7339969663	330.1435811241	343.8962916868	601.8730730852	527.8206732196
null	446.7630878504	365.6649932861	257.7500076294	257.6454347649	662.481985384	570.1093895371	449.0076748458	476.9171476412
Map2k2	25807.7027987564	62793.166015625	36929.5595703125	54119.6804510258	17725.033765308	21215.8080074614	24993.2970085386	25534.7623717388
null	324.0793677054	302.9300003052	285.1100006104	308.9607353752	425.202186504	379.2526505949	319.461251358	321.0485740472
Acta1	24307.5293739063	253.4499969482	797.1799926758	5827.7162328906	14882.640060207	6904.9529372668	33532.3463050104	19922.475958879
RGD1304885_predicted	1960.6297350929	4208.580078125	2651.8649902344	8654.9885251685	1016.9872319465	1261.7783277881	1745.7629938683	1691.5447476412
RGD1311340_predicted	308.4911896532	648.3899993896	436.9750022888	217.7775358433	214.3953165765	270.1938502149	440.9892967825	327.0097879268
Fmo4	388.1941220395	3151.3850097656	178.9649963379	730.4711768255	325.7310577671	344.3058713899	448.2315127098	397.7065899657
Tas2r16	243.627514798	213.8200073242	192.1599960327	193.515834701	308.2829080318	223.5898305212	238.7560103935	233.4490139904
Rbm17	5201.4274233624	1556.1450195313	2631.6899414063	2207.7254924094	3319.9202131607	4518.1392343337	5182.0283592711	4851.6730461243
null	24406.1237692	63728.060546875	160827.4765625	46793.2684245688	13674.3108017893	32882.5425356456	25428.3384118891	28132.9760081539
LOC302441	294.0444101567	158.7050018311	268.9950027466	106.3544054439	261.3774242003	248.5752303688	239.1424731981	235.1009589222
Olr720_predicted	224.9665590846	245.6450042725	283.6449966431	179.0478981957	246.4338411599	157.5182555116	208.5071300305	199.6184712445
RGD1308345_predicted	1593.9915524111	806.2099914551	451.8949890137	1412.8337730781	889.7309054988	2078.6782176941	1557.2302522105	1424.8021768958
MGC72942	185197.861356619	398559.546875	201186.15625	282865.364762377	95772.6196718908	208221.409821934	222803.307315447	214005.689791746
LOC499984|Cd36|LOC499985	193.2237813766	1454.8000183106	31321.4697265625	10921.3854949788	236.2998674685	220.0135347585	242.7909852454	228.9797631053
Siat8b	193.959779836	322.060005188	328.5650024414	226.0978819236	324.0847471182	241.5650416486	267.9189143726	262.8877176936
RGD1308331_predicted	3351.0374380572	2206.1950683594	3450.8449707031	1902.3188925407	3499.891526078	3689.772396376	3200.6012151866	3151.3465903293
null	5786.4253507965	1839.5599975586	1437.0999755859	1621.991094102	2553.860895931	2526.0844383181	5514.8168111718	4380.6004010722
Ctla4	223.8148095792	114.9200019836	280.2749938965	213.4518245424	688.6821800474	157.6991825946	231.2123556402	219.6293356106
null	274.8537223784	240.2099914551	183.3349990845	184.3740440644	330.6083141371	282.9519755124	242.7461943722	253.5503086019
null	262.480127137	163.4449958801	287.3799972534	183.859764239	227.9369537149	247.7737044897	282.143050093	246.5022194143
null	285.8257240196	276.685005188	326.1049957275	247.9098491496	337.7587002292	336.0252832369	353.761517294	321.5021417607
null	255.9871465132	214.7250061035	274.3999938965	285.1362972867	249.50361715	289.3098522644	273.5806213213	261.2320873896
null	3264.5347543384	117.8199996948	364.375	203.1312881523	2066.7009555223	2196.0619571371	2683.9688350865	2269.0898925785
Hrasls3	19806.2241228954	25766.1044921875	28237.083984375	79275.1533942483	15334.5546988034	15907.5268058497	11864.9540577473	15868.5616627844
null	3665.1309283815	4037.8900146484	1800.625	3723.8071146954	3084.8933730826	4418.0884242039	4499.7086777483	3953.493975509
null	235.4451517065	426.4049911499	193.9799957275	209.8190207038	198.2236819414	200.5071967391	226.6919410541	213.6905707002
Myo1f_predicted	481.0917093293	188.0350036621	2406.5849609375	645.8012673763	185.2153721778	258.7144149315	339.4827263668	363.0656313324
MGC93714	1226.7916832157	471.6050109863	986.5199584961	638.9327834647	692.0541816209	1223.2146205819	1053.2274520159	1043.9325538671
null	1273.9682288011	756.1199951172	982.5199890137	1000.1048394682	643.798138308	1475.673018085	1214.9313182866	1134.8316503248
null	229.269671099	132.2900009155	244.3300094605	124.8142130923	385.4189913705	271.7225378575	423.5412169813	299.3263031671
RGD1309729	1288.6134844779	1080.0799865723	333	975.025546283	873.8118354633	566.6174808445	1120.636927265	979.7235977802
null	196.404401799	167.5400009155	236.3700027466	158.0844838941	219.6023249243	144.6056026858	203.5209474642	191.7194353703
Olr1470	304.8296165508	344.5449981689	429.3450012207	276.4272919929	955.8396852739	225.670816442	524.7216050171	356.1938433637
Zfp569	392.9878984349	278.5650024414	391.3449935913	277.3125795657	211.4324321154	354.120258553	271.4947797048	275.6701055322
RGD1305628_predicted	8521.6245791134	7302.3200683594	14082.2954101563	5147.6451644732	11434.0085069211	6566.6251627602	7844.5347371672	7883.7149654012
null	187.2142600068	126.4249992371	700.4199905396	128.1912504326	224.0955754412	161.1960962895	206.7225930823	184.4452056848
